ENSCAFG00000011627	FRMPD4
ENSCAFG00000011644	ENSCAFG00000011644
ENSCAFG00000011662	PRPS2
ENSCAFG00000011698	TLR7
ENSCAFG00000023498	TLR8
ENSCAFG00000037735	ENSCAFG00000037735
ENSCAFG00000033023	ENSCAFG00000033023
ENSCAFG00000037716	ENSCAFG00000037716
ENSCAFG00000038517	ENSCAFG00000038517
ENSCAFG00000011726	EGFL6
ENSCAFG00000011746	TCEANC
ENSCAFG00000011750	RAB9A
ENSCAFG00000011754	ENSCAFG00000011754
ENSCAFG00000011764	OFD1
ENSCAFG00000011799	GPM6B
ENSCAFG00000028737	GEMIN8
ENSCAFG00000033267	ENSCAFG00000033267
ENSCAFG00000038036	ENSCAFG00000038036
ENSCAFG00000034607	ENSCAFG00000034607
ENSCAFG00000037361	ENSCAFG00000037361
ENSCAFG00000034313	ENSCAFG00000034313
ENSCAFG00000011832	GLRA2
ENSCAFG00000039251	ENSCAFG00000039251
ENSCAFG00000011861	FANCB
ENSCAFG00000011879	MOSPD2
ENSCAFG00000034318	ENSCAFG00000034318
ENSCAFG00000037547	ENSCAFG00000037547
ENSCAFG00000011901	ASB9
ENSCAFG00000011921	ASB11
ENSCAFG00000031217	ENSCAFG00000031217
ENSCAFG00000011945	VEGFD
ENSCAFG00000011975	PIR
ENSCAFG00000012063	BMX
ENSCAFG00000012112	ACE2
ENSCAFG00000034635	ENSCAFG00000034635
ENSCAFG00000012134	TMEM27
ENSCAFG00000038630	ENSCAFG00000038630
ENSCAFG00000028578	ENSCAFG00000028578
ENSCAFG00000012150	CA5B
ENSCAFG00000012196	ENSCAFG00000012196
ENSCAFG00000012201	ENSCAFG00000012201
ENSCAFG00000039128	ENSCAFG00000039128
ENSCAFG00000012215	AP1S2
ENSCAFG00000012273	GRPR
ENSCAFG00000012416	CTPS2
ENSCAFG00000032533	S100G
ENSCAFG00000012594	SYAP1
ENSCAFG00000033198	ENSCAFG00000033198
ENSCAFG00000012620	TXLNG
ENSCAFG00000012688	RBBP7
ENSCAFG00000012774	REPS2
ENSCAFG00000039571	ENSCAFG00000039571
ENSCAFG00000038440	ENSCAFG00000038440
ENSCAFG00000035656	ENSCAFG00000035656
ENSCAFG00000012783	NHS
ENSCAFG00000031673	ENSCAFG00000031673
ENSCAFG00000012787	ENSCAFG00000012787
ENSCAFG00000034104	ENSCAFG00000034104
ENSCAFG00000037878	ENSCAFG00000037878
ENSCAFG00000025179	ENSCAFG00000025179
ENSCAFG00000038320	ENSCAFG00000038320
ENSCAFG00000012793	BEND2
ENSCAFG00000012800	SCML2
ENSCAFG00000012819	CDKL5
ENSCAFG00000012835	RS1
ENSCAFG00000035202	ENSCAFG00000035202
ENSCAFG00000012847	PPEF1
ENSCAFG00000037588	ENSCAFG00000037588
ENSCAFG00000012925	PHKA2
ENSCAFG00000012983	ADGRG2
ENSCAFG00000040790	ENSCAFG00000040790
ENSCAFG00000013030	PDHA1
ENSCAFG00000013057	MAP3K15
ENSCAFG00000013075	SH3KBP1
ENSCAFG00000013092	CXorf23
ENSCAFG00000013101	MAP7D2
ENSCAFG00000013171	RPS6KA3
ENSCAFG00000032071	EIF1AX
ENSCAFG00000032834	ENSCAFG00000032834
ENSCAFG00000013228	CNKSR2
ENSCAFG00000040015	ENSCAFG00000040015
ENSCAFG00000013260	KLHL34
ENSCAFG00000013262	SMPX
ENSCAFG00000013265	ENSCAFG00000013265
ENSCAFG00000013272	MBTPS2
ENSCAFG00000013284	SMS
ENSCAFG00000013315	ENSCAFG00000013315
ENSCAFG00000039858	ENSCAFG00000039858
ENSCAFG00000013325	PHEX
ENSCAFG00000023930	ENSCAFG00000023930
ENSCAFG00000040354	ENSCAFG00000040354
ENSCAFG00000013351	PTCHD1
ENSCAFG00000013369	PRDX4
ENSCAFG00000013388	ACOT9
ENSCAFG00000029284	SAT1
ENSCAFG00000013394	CXorf58
ENSCAFG00000013398	KLHL15
ENSCAFG00000013425	ENSCAFG00000013425
ENSCAFG00000013408	ENSCAFG00000013408
ENSCAFG00000025188	ENSCAFG00000025188
ENSCAFG00000013437	ENSCAFG00000013437
ENSCAFG00000034118	ENSCAFG00000034118
ENSCAFG00000013476	PDK3
ENSCAFG00000033619	ENSCAFG00000033619
ENSCAFG00000013493	PCYT1B
ENSCAFG00000013521	POLA1
ENSCAFG00000013545	ARX
ENSCAFG00000040840	ENSCAFG00000040840
ENSCAFG00000013550	ENSCAFG00000013550
ENSCAFG00000035483	ENSCAFG00000035483
ENSCAFG00000013554	ENSCAFG00000013554
ENSCAFG00000033602	ENSCAFG00000033602
ENSCAFG00000013579	MAGEB18
ENSCAFG00000013584	MAGEB5
ENSCAFG00000013586	ENSCAFG00000013586
ENSCAFG00000036840	ENSCAFG00000036840
ENSCAFG00000005939	ENSCAFG00000005939
ENSCAFG00000039016	ENSCAFG00000039016
ENSCAFG00000035581	ENSCAFG00000035581
ENSCAFG00000038375	ENSCAFG00000038375
ENSCAFG00000013598	PPP4R3CP
ENSCAFG00000013603	ENSCAFG00000013603
ENSCAFG00000037610	ENSCAFG00000037610
ENSCAFG00000028965	ENSCAFG00000028965
ENSCAFG00000013604	MAGEB10
ENSCAFG00000024378	ENSCAFG00000024378
ENSCAFG00000031907	ENSCAFG00000031907
ENSCAFG00000039064	ENSCAFG00000039064
ENSCAFG00000013610	ENSCAFG00000013610
ENSCAFG00000036170	ENSCAFG00000036170
ENSCAFG00000037093	ENSCAFG00000037093
ENSCAFG00000035375	ENSCAFG00000035375
ENSCAFG00000038748	ENSCAFG00000038748
ENSCAFG00000036646	ENSCAFG00000036646
ENSCAFG00000038773	ENSCAFG00000038773
ENSCAFG00000024549	ENSCAFG00000024549
ENSCAFG00000013644	ENSCAFG00000013644
ENSCAFG00000013632	ENSCAFG00000013632
ENSCAFG00000034201	ENSCAFG00000034201
ENSCAFG00000013649	ENSCAFG00000013649
ENSCAFG00000035402	ENSCAFG00000035402
ENSCAFG00000038705	ENSCAFG00000038705
ENSCAFG00000013658	NR0B1
ENSCAFG00000038318	ENSCAFG00000038318
ENSCAFG00000013673	CXorf21
ENSCAFG00000002480	ENSCAFG00000002480
ENSCAFG00000040683	ENSCAFG00000040683
ENSCAFG00000013713	ENSCAFG00000013713
ENSCAFG00000013747	TAB3
ENSCAFG00000039739	ENSCAFG00000039739
ENSCAFG00000035127	ENSCAFG00000035127
ENSCAFG00000023562	ENSCAFG00000023562
ENSCAFG00000035936	ENSCAFG00000035936
ENSCAFG00000028900	ENSCAFG00000028900
ENSCAFG00000013803	ENSCAFG00000013803
ENSCAFG00000030853	ENSCAFG00000030853
ENSCAFG00000013807	TMEM47
ENSCAFG00000036971	ENSCAFG00000036971
ENSCAFG00000013842	MAGEB16
ENSCAFG00000028832	ENSCAFG00000028832
ENSCAFG00000024088	CFAP47
ENSCAFG00000039278	ENSCAFG00000039278
ENSCAFG00000035439	ENSCAFG00000035439
ENSCAFG00000032652	ENSCAFG00000032652
ENSCAFG00000013840	ENSCAFG00000013840
ENSCAFG00000032926	ENSCAFG00000032926
ENSCAFG00000023600	ENSCAFG00000023600
ENSCAFG00000029731	ENSCAFG00000029731
ENSCAFG00000038091	ENSCAFG00000038091
ENSCAFG00000023374	ENSCAFG00000023374
ENSCAFG00000024210	ENSCAFG00000024210
ENSCAFG00000024521	ENSCAFG00000024521
ENSCAFG00000013865	PRRG1
ENSCAFG00000023429	ENSCAFG00000023429
ENSCAFG00000036376	ENSCAFG00000036376
ENSCAFG00000013885	LANCL3
ENSCAFG00000040291	ENSCAFG00000040291
ENSCAFG00000028577	XK
ENSCAFG00000013933	Nox2
ENSCAFG00000013955	DYNLT3
ENSCAFG00000037954	ENSCAFG00000037954
ENSCAFG00000013969	SYTL5
ENSCAFG00000014003	RPGR
ENSCAFG00000014023	OTC
ENSCAFG00000029992	ENSCAFG00000029992
ENSCAFG00000014051	ENSCAFG00000014051
ENSCAFG00000039494	ENSCAFG00000039494
ENSCAFG00000014056	MID1IP1
ENSCAFG00000036188	ENSCAFG00000036188
ENSCAFG00000034678	ENSCAFG00000034678
ENSCAFG00000038028	ENSCAFG00000038028
ENSCAFG00000033561	ENSCAFG00000033561
ENSCAFG00000036930	ENSCAFG00000036930
ENSCAFG00000039664	ENSCAFG00000039664
ENSCAFG00000034905	ENSCAFG00000034905
ENSCAFG00000038514	ENSCAFG00000038514
ENSCAFG00000014099	BCOR
ENSCAFG00000035683	ENSCAFG00000035683
ENSCAFG00000014111	SSU72
ENSCAFG00000034947	ENSCAFG00000034947
ENSCAFG00000014116	ATP6AP2
ENSCAFG00000023832	ENSCAFG00000023832
ENSCAFG00000014129	CXorf38
ENSCAFG00000014141	MED14
ENSCAFG00000014207	ENSCAFG00000014207
ENSCAFG00000025044	ENSCAFG00000025044
ENSCAFG00000032635	ENSCAFG00000032635
ENSCAFG00000035838	ENSCAFG00000035838
ENSCAFG00000038023	ENSCAFG00000038023
ENSCAFG00000012234	ENSCAFG00000012234
ENSCAFG00000035678	ENSCAFG00000035678
ENSCAFG00000014251	DDX3X
ENSCAFG00000014254	NYX
ENSCAFG00000014358	CASK
ENSCAFG00000014405	GPR34
ENSCAFG00000037723	ENSCAFG00000037723
ENSCAFG00000014406	GPR82
ENSCAFG00000035014	ENSCAFG00000035014
ENSCAFG00000032832	ENSCAFG00000032832
ENSCAFG00000014408	ENSCAFG00000014408
ENSCAFG00000014417	PPP1R2P9
ENSCAFG00000038583	ENSCAFG00000038583
ENSCAFG00000038799	ENSCAFG00000038799
ENSCAFG00000034612	ENSCAFG00000034612
ENSCAFG00000034896	ENSCAFG00000034896
ENSCAFG00000014435	MAOA
ENSCAFG00000014451	MAOB
ENSCAFG00000040271	ENSCAFG00000040271
ENSCAFG00000014457	NDP
ENSCAFG00000014469	EFHC2
ENSCAFG00000014506	FUNDC1
ENSCAFG00000014525	DUSP21
ENSCAFG00000014589	KDM6A
ENSCAFG00000031215	CXorf36
ENSCAFG00000032950	ENSCAFG00000032950
ENSCAFG00000038270	ENSCAFG00000038270
ENSCAFG00000034510	ENSCAFG00000034510
ENSCAFG00000023262	ENSCAFG00000023262
ENSCAFG00000014732	ENSCAFG00000014732
ENSCAFG00000014745	ENSCAFG00000014745
ENSCAFG00000038272	ENSCAFG00000038272
ENSCAFG00000014753	CHST7
ENSCAFG00000014767	SLC9A7
ENSCAFG00000014797	RP2
ENSCAFG00000014811	JADE3
ENSCAFG00000014821	RGN
ENSCAFG00000014834	NDUFB11
ENSCAFG00000014863	RBM10
ENSCAFG00000014944	UBA1
ENSCAFG00000015003	CDK16
ENSCAFG00000015021	USP11
ENSCAFG00000015024	CTSL
ENSCAFG00000015042	ENSCAFG00000015042
ENSCAFG00000015038	ENSCAFG00000015038
ENSCAFG00000015031	ENSCAFG00000015031
ENSCAFG00000015115	ARAF
ENSCAFG00000015146	SYN1
ENSCAFG00000015155	TIMP1
ENSCAFG00000015163	CFP
ENSCAFG00000015178	ELK1
ENSCAFG00000015183	UXT
ENSCAFG00000030447	ENSCAFG00000030447
ENSCAFG00000036093	ENSCAFG00000036093
ENSCAFG00000015170	ENSCAFG00000015170
ENSCAFG00000032558	ENSCAFG00000032558
ENSCAFG00000037244	ENSCAFG00000037244
ENSCAFG00000015232	ZNF182
ENSCAFG00000031684	ENSCAFG00000031684
ENSCAFG00000031525	ZNF630
ENSCAFG00000015307	ENSCAFG00000015307
ENSCAFG00000015326	SLC38A5
ENSCAFG00000015339	FTSJ1
ENSCAFG00000015435	PORCN
ENSCAFG00000015483	TBC1D25
ENSCAFG00000015485	ENSCAFG00000015485
ENSCAFG00000015491	WDR13
ENSCAFG00000015519	WAS
ENSCAFG00000015545	SUV39H1
ENSCAFG00000015572	GLOD5
ENSCAFG00000015620	HDAC6
ENSCAFG00000015652	ERAS
ENSCAFG00000015657	PCSK1N
ENSCAFG00000015663	TIMM17B
ENSCAFG00000015672	PQBP1
ENSCAFG00000015681	SLC35A2
ENSCAFG00000015683	PIM2
ENSCAFG00000015689	OTUD5
ENSCAFG00000015697	KCND1
ENSCAFG00000015744	GRIPAP1
ENSCAFG00000015765	TFE3
ENSCAFG00000015776	CCDC120
ENSCAFG00000015779	PRAF2
ENSCAFG00000015785	WDR45
ENSCAFG00000015794	GPKOW
ENSCAFG00000031300	MAGIX
ENSCAFG00000015798	ENSCAFG00000015798
ENSCAFG00000015801	PRICKLE3
ENSCAFG00000015805	SYP
ENSCAFG00000015873	CACNA1F
ENSCAFG00000015922	CCDC22
ENSCAFG00000015934	FOXP3
ENSCAFG00000015938	PPP1R3F
ENSCAFG00000032005	ENSCAFG00000032005
ENSCAFG00000039837	ENSCAFG00000039837
ENSCAFG00000015958	USP27X
ENSCAFG00000024512	ENSCAFG00000024512
ENSCAFG00000015971	CLCN5
ENSCAFG00000015984	AKAP4
ENSCAFG00000015996	CCNB3
ENSCAFG00000016002	ENSCAFG00000016002
ENSCAFG00000016018	DGKK
ENSCAFG00000016028	SHROOM4
ENSCAFG00000033473	ENSCAFG00000033473
ENSCAFG00000016037	BMP15
ENSCAFG00000038677	ENSCAFG00000038677
ENSCAFG00000016047	ENSCAFG00000016047
ENSCAFG00000016056	CXorf67
ENSCAFG00000016057	ENSCAFG00000016057
ENSCAFG00000028692	ENSCAFG00000028692
ENSCAFG00000035376	ENSCAFG00000035376
ENSCAFG00000016063	ENSCAFG00000016063
ENSCAFG00000016064	MAGED1
ENSCAFG00000016065	ENSCAFG00000016065
ENSCAFG00000016072	ENSCAFG00000016072
ENSCAFG00000031355	ENSCAFG00000031355
ENSCAFG00000016179	IQSEC2
ENSCAFG00000016133	KDM5C
ENSCAFG00000037644	ENSCAFG00000037644
ENSCAFG00000016080	TSPYL2
ENSCAFG00000016075	GPR173
ENSCAFG00000016241	SMC1A
ENSCAFG00000016274	RIBC1
ENSCAFG00000016277	HSD17B10
ENSCAFG00000016311	HUWE1
ENSCAFG00000016389	PHF8
ENSCAFG00000016427	FAM120C
ENSCAFG00000016440	TSR2
ENSCAFG00000016444	FGD1
ENSCAFG00000016455	GNL3L
ENSCAFG00000035184	ENSCAFG00000035184
ENSCAFG00000016465	MAGED2
ENSCAFG00000028813	ENSCAFG00000028813
ENSCAFG00000032712	ENSCAFG00000032712
ENSCAFG00000016476	PFKFB1
ENSCAFG00000014310	APEX2
ENSCAFG00000014308	ALAS2
ENSCAFG00000032441	ENSCAFG00000032441
ENSCAFG00000035185	ENSCAFG00000035185
ENSCAFG00000016486	MAGEH1
ENSCAFG00000028624	FOXR2
ENSCAFG00000016503	RRAGB
ENSCAFG00000035345	ENSCAFG00000035345
ENSCAFG00000029489	ENSCAFG00000029489
ENSCAFG00000016508	KLF8
ENSCAFG00000016509	UBQLN2
ENSCAFG00000033007	ENSCAFG00000033007
ENSCAFG00000031207	SPIN3
ENSCAFG00000016514	ENSCAFG00000016514
ENSCAFG00000036828	ENSCAFG00000036828
ENSCAFG00000031570	ENSCAFG00000031570
ENSCAFG00000016517	ENSCAFG00000016517
ENSCAFG00000016520	ENSCAFG00000016520
ENSCAFG00000016523	ENSCAFG00000016523
ENSCAFG00000029528	ENSCAFG00000029528
ENSCAFG00000016524	SPIN4
ENSCAFG00000029665	ENSCAFG00000029665
ENSCAFG00000016540	ARHGEF9
ENSCAFG00000040567	ENSCAFG00000040567
ENSCAFG00000016549	AMER1
ENSCAFG00000016550	ASB12
ENSCAFG00000016554	ENSCAFG00000016554
ENSCAFG00000016559	ZC4H2
ENSCAFG00000031307	ZC3H12B
ENSCAFG00000016570	LAS1L
ENSCAFG00000016573	ENSCAFG00000016573
ENSCAFG00000016577	ENSCAFG00000016577
ENSCAFG00000016581	ENSCAFG00000016581
ENSCAFG00000016607	MSN
ENSCAFG00000016623	VSIG4
ENSCAFG00000016633	HEPH
ENSCAFG00000016645	ENSCAFG00000016645
ENSCAFG00000038069	ENSCAFG00000038069
ENSCAFG00000016649	ENSCAFG00000016649
ENSCAFG00000024323	ENSCAFG00000024323
ENSCAFG00000016656	AR
ENSCAFG00000012398	ENSCAFG00000012398
ENSCAFG00000016688	OPHN1
ENSCAFG00000016709	YIPF6
ENSCAFG00000040480	ENSCAFG00000040480
ENSCAFG00000016720	STARD8
ENSCAFG00000037083	ENSCAFG00000037083
ENSCAFG00000037741	ENSCAFG00000037741
ENSCAFG00000016734	EFNB1
ENSCAFG00000030544	ENSCAFG00000030544
ENSCAFG00000035707	ENSCAFG00000035707
ENSCAFG00000016746	FAM155B
ENSCAFG00000029925	ENSCAFG00000029925
ENSCAFG00000016752	AWAT2
ENSCAFG00000016754	OTUD6A
ENSCAFG00000016756	IGBP1
ENSCAFG00000016773	DGAT2L6
ENSCAFG00000023208	AWAT1
ENSCAFG00000016791	ARR3
ENSCAFG00000028800	PDZD11
ENSCAFG00000016831	ENSCAFG00000016831
ENSCAFG00000016850	GDPD2
ENSCAFG00000016874	ENSCAFG00000016874
ENSCAFG00000016894	TEX11
ENSCAFG00000016921	ENSCAFG00000016921
ENSCAFG00000016908	ENSCAFG00000016908
ENSCAFG00000034952	ENSCAFG00000034952
ENSCAFG00000016925	FOXO4
ENSCAFG00000028978	IL2RG
ENSCAFG00000016972	MED12
ENSCAFG00000017010	NLGN3
ENSCAFG00000017023	GJB1
ENSCAFG00000017043	ZMYM3
ENSCAFG00000017071	ENSCAFG00000017071
ENSCAFG00000017081	ITGB1BP2
ENSCAFG00000017087	ENSCAFG00000017087
ENSCAFG00000017103	ENSCAFG00000017103
ENSCAFG00000017134	OGT
ENSCAFG00000023748	ENSCAFG00000023748
ENSCAFG00000017146	CXCR3
ENSCAFG00000029083	ENSCAFG00000029083
ENSCAFG00000033777	ENSCAFG00000033777
ENSCAFG00000038051	ENSCAFG00000038051
ENSCAFG00000035342	ENSCAFG00000035342
ENSCAFG00000024175	NHSL2
ENSCAFG00000030558	RGAG4
ENSCAFG00000032230	ENSCAFG00000032230
ENSCAFG00000023690	ERCC6L
ENSCAFG00000017151	RPS4X
ENSCAFG00000017153	CITED1
ENSCAFG00000017157	HDAC8
ENSCAFG00000017179	PHKA1
ENSCAFG00000017186	ENSCAFG00000017186
ENSCAFG00000038623	ENSCAFG00000038623
ENSCAFG00000024517	ENSCAFG00000024517
ENSCAFG00000035888	ENSCAFG00000035888
ENSCAFG00000017188	NAP1L2
ENSCAFG00000017189	CDX4
ENSCAFG00000029933	CHIC1
ENSCAFG00000031513	ENSCAFG00000031513
ENSCAFG00000040534	ENSCAFG00000040534
ENSCAFG00000032517	ZCCHC13
ENSCAFG00000031535	ENSCAFG00000031535
ENSCAFG00000017195	SLC16A2
ENSCAFG00000017202	RLIM
ENSCAFG00000017206	KIAA2022
ENSCAFG00000017214	ABCB7
ENSCAFG00000017218	UPRT
ENSCAFG00000017223	ZDHHC15
ENSCAFG00000038360	ENSCAFG00000038360
ENSCAFG00000017225	MAGEE2
ENSCAFG00000017228	ENSCAFG00000017228
ENSCAFG00000036440	ENSCAFG00000036440
ENSCAFG00000039802	ENSCAFG00000039802
ENSCAFG00000017238	ENSCAFG00000017238
ENSCAFG00000017241	ENSCAFG00000017241
ENSCAFG00000029141	FGF16
ENSCAFG00000017252	ATRX
ENSCAFG00000017258	ENSCAFG00000017258
ENSCAFG00000017259	MAGT1
ENSCAFG00000017263	ATP7A
ENSCAFG00000017270	ENSCAFG00000017270
ENSCAFG00000017278	TAF9B
ENSCAFG00000017282	CYSLTR1
ENSCAFG00000017286	ENSCAFG00000017286
ENSCAFG00000040257	ENSCAFG00000040257
ENSCAFG00000017290	LPAR4
ENSCAFG00000033676	ENSCAFG00000033676
ENSCAFG00000037989	ENSCAFG00000037989
ENSCAFG00000035205	ENSCAFG00000035205
ENSCAFG00000017294	P2RY10
ENSCAFG00000017295	ENSCAFG00000017295
ENSCAFG00000017297	GPR174
ENSCAFG00000017299	FAM46D
ENSCAFG00000017327	BRWD3
ENSCAFG00000029864	HMGN5
ENSCAFG00000017353	SH3BGRL
ENSCAFG00000029363	ENSCAFG00000029363
ENSCAFG00000032442	ENSCAFG00000032442
ENSCAFG00000017368	POU3F4
ENSCAFG00000017370	CYLC1
ENSCAFG00000017373	RPS6KA6
ENSCAFG00000017380	HDX
ENSCAFG00000033015	ENSCAFG00000033015
ENSCAFG00000017381	ENSCAFG00000017381
ENSCAFG00000017383	APOOL
ENSCAFG00000017385	ENSCAFG00000017385
ENSCAFG00000017391	ENSCAFG00000017391
ENSCAFG00000017397	ZNF711
ENSCAFG00000017401	POF1B
ENSCAFG00000017406	CHM
ENSCAFG00000017419	DACH2
ENSCAFG00000039719	ENSCAFG00000039719
ENSCAFG00000017445	KLHL4
ENSCAFG00000017449	ENSCAFG00000017449
ENSCAFG00000017450	ENSCAFG00000017450
ENSCAFG00000017452	PABPC5
ENSCAFG00000033024	ENSCAFG00000033024
ENSCAFG00000017457	ENSCAFG00000017457
ENSCAFG00000036265	ENSCAFG00000036265
ENSCAFG00000017468	NAP1L3
ENSCAFG00000040533	ENSCAFG00000040533
ENSCAFG00000032341	ENSCAFG00000032341
ENSCAFG00000017472	ENSCAFG00000017472
ENSCAFG00000009766	ENSCAFG00000009766
ENSCAFG00000017479	DIAPH2
ENSCAFG00000036890	ENSCAFG00000036890
ENSCAFG00000023321	RPA4
ENSCAFG00000017487	ENSCAFG00000017487
ENSCAFG00000017495	ENSCAFG00000017495
ENSCAFG00000029910	ENSCAFG00000029910
ENSCAFG00000033966	ENSCAFG00000033966
ENSCAFG00000017503	ENSCAFG00000017503
ENSCAFG00000017509	ENSCAFG00000017509
ENSCAFG00000037418	ENSCAFG00000037418
ENSCAFG00000017514	PCDH19
ENSCAFG00000017519	TNMD
ENSCAFG00000017521	TSPAN6
ENSCAFG00000017527	SRPX2
ENSCAFG00000017529	SYTL4
ENSCAFG00000036862	ENSCAFG00000036862
ENSCAFG00000017551	CSTF2
ENSCAFG00000017568	NOX1
ENSCAFG00000030082	XKRX
ENSCAFG00000035634	ENSCAFG00000035634
ENSCAFG00000024789	ENSCAFG00000024789
ENSCAFG00000029593	TMEM35A
ENSCAFG00000017593	CENPI
ENSCAFG00000017618	DRP2
ENSCAFG00000017627	TAF7L
ENSCAFG00000017633	TIMM8A
ENSCAFG00000017669	BTK
ENSCAFG00000017688	ENSCAFG00000017688
ENSCAFG00000017692	GLA
ENSCAFG00000017693	HNRNPH2
ENSCAFG00000017697	ENSCAFG00000017697
ENSCAFG00000023802	ARMCX1
ENSCAFG00000017699	ENSCAFG00000017699
ENSCAFG00000017702	ARMCX6
ENSCAFG00000017704	ARMCX3
ENSCAFG00000017705	ARMCX2
ENSCAFG00000038939	ENSCAFG00000038939
ENSCAFG00000017707	ENSCAFG00000017707
ENSCAFG00000017721	ENSCAFG00000017721
ENSCAFG00000033178	ENSCAFG00000033178
ENSCAFG00000017730	ZMAT1
ENSCAFG00000017731	ENSCAFG00000017731
ENSCAFG00000017734	BEX5
ENSCAFG00000028462	ENSCAFG00000028462
ENSCAFG00000031569	ENSCAFG00000031569
ENSCAFG00000034109	ENSCAFG00000034109
ENSCAFG00000017771	TCP11X2
ENSCAFG00000030854	ENSCAFG00000030854
